Accession	Description	Symbol	Coverage	Num.Peptides	Num_PSMs	UniqPeptides	Aas	MW	pI	DMSO.CHR_1	DMSO.CHR_2	DMSO.CHR_3	DMSO.HYPO_1	DMSO.HYPO_2	DMSO.HYPO_3	DMSO.NUC_1	DMSO.NUC_2	DMSO.NUC_3	GSK.15.CHR_1	GSK.15.CHR_2	GSK.15.CHR_3	GSK.15.CYTO_1	GSK.15.CYTO_2	GSK.15.CYTO_3	GSK.15.NUC_1	GSK.15.NUC_2	GSK.15.NUC_3	GSK.48H.CHR_1	GSK.48H.CHR_2	GSK.48H.CHR_3	GSK.48H.CYTO_1	GSK.48H.CYTO_2	GSK.48H.CYTO_3	GSK.48H.NUC_1	GSK.48H.NUC_2	GSK.48H.NUC_3	GSK.90.CHR_1	GSK.90.CHR_2	GSK.90.CHR_3	GSK.90.CYTO_1	GSK.90.CYTO_2	GSK.90.CYTO_3	GSK.90.NUC_1	GSK.90.NUC_2	GSK.90.NUC_3	GSK.180.CHR_1	GSK.180.CHR_2	GSK.180.CHR_3	GSK.180.CYTO_1	GSK.180.CYTO_2	GSK.180.CYTO_3	GSK.180.NUC_1	GSK.180.NUC_2	GSK.180.NUC_3	MS023.15.CHR_1	MS023.15.CHR_2	MS023.15.CYTO_1	MS023.15.CYTO_2	MS023.15.CYTO_3	MS023.15.NUC_1	MS023.15.NUC_2	MS023.15.NUC_3	MS023.48H.CHR_1	MS023.48H.CHR_2	MS023.48H.CHR_3	MS023.48H.CYTO_1	MS023.48H.CYTO_2	MS023.48H.CYTO_3	MS023.48H.NUC_1	MS023.48H.NUC_2	MS023.48H.NUC_3	MS023.90.CHR_1	MS023.90.CHR_2	MS023.90.CHR_3	MS023.90.CYTO_1	MS023.90.CYTO_2	MS023.90.CYTO_3	MS023.90.NUC_1	MS023.90.NUC_2	MS023.90.NUC_3	MS023.180.CHR_1	MS023.180.CHR_2	MS023.180.CHR_3	MS023.180.CYTO_1	MS023.180.CYTO_2	MS023.180.CYTO_3	MS023.180.NUC_1	MS023.180.NUC_2	MS023.180.NUC_3
Q3MIX3	Uncharacterized aarF domain-containing protein kinase 5 OS=Homo sapiens OX=9606 GN=ADCK5 PE=1 SV=3	ADCK5	1	1	4	1	580	65.8	8.87						52138.89063								7228165.438	7902066.313								23354268	8753693							345078.8438	7214298.875	4130823.75					365935.6875			21342509.75	16204268						36548.40234	8213470.313	4002256.25							203987.125	9444447.375					369887.4688	659526.4375			19082081.88	21053324.38	307640.4688			325199	543307.4375			12861861	23032532			264786.4063
A2A3L6	Tetratricopeptide repeat protein 24 OS=Homo sapiens OX=9606 GN=TTC24 PE=4 SV=1	TTC24	4	1	3	1	582	63.4	9.25				1181634.125	393241.2188	1648190.5		195753.0313		1238730	2366501		721233.875	844933.1875	1008870.813	1829906.625	1660651	503293.875	877577.3125				672200	1123526.25		570607.0625	354306.5938	889237.5625	191166.9688	104171.2188	568565.0625	617766.125	779020.25	847018.0625	441665.6563		730435.6875	1207322.375		781053.0625	298370.4375	1131982	1044009.313	609944.375	1249749.875	1260919.625	869914.375	641257.6875	502697.1563	643123.125	801895.1875	814213.8125	923516.125		173484.6094		344554.7188	644323.0625	1298732.625	354203.3125	477708.4063	274353.2813	928776.0625	843904.125		291379.625	430849.625	613896.3125		1023434.75	214171.4375	439652.625		102363.2344		590790.3125	643986.1875	350011.1875		674248.1875
Q92833	Protein Jumonji OS=Homo sapiens OX=9606 GN=JARID2 PE=1 SV=2	JARID2	1	1	3	1	1246	138.6	9.38	5302767.5	3621379.75	5066549							7883106.75	7295375.875	5943401.5							7355236.75	8180552.625	4303973							1770329.375	2739746.5	3402835.727							6068347.125	8589317.5	4002621.5							2637144.25	1047938							5339779.5	5290091.469	5161578.5							5287441	7055479.25	4448643							7344651.25	7321037.5	4640410						
D6RBQ6	Ubiquitin carboxyl-terminal hydrolase 17-like protein 17 OS=Homo sapiens OX=9606 GN=USP17L17 PE=3 SV=1	USP17L17	1	1	3	1	530	59.6	7.99	63461932	19968672	21260952	42243728	17613454	16293421	24968482	23604234	10842651	72036608	118028536	32391630	45899508	35480648	50766772	37377544	44758436	54460904	121308824	194939024	40255372	48715172	38948376	36332948	91763064	48088128	25375722	73346552	61199396	25299656	61362048	39707528	50636068	69198600	56530728	56888604	166870688	255345360	24090330	28383166	62831176	50260260	70297408	61015076	73969896	41296624	32579076	17971270	39124416	40220564	16092321	34378548	50063736	113693168	71494112	37041840	35707248	43127280	23895804	54775352	41730760	53186684	124398312	240839408	44296664	11889088	53633360	47415996	48494084	35656748	137155344	145862320	165582864	43419584	43894612	30797310	56761944	77708000	45090924	61040160
D6RA61	Ubiquitin carboxyl-terminal hydrolase 17-like protein 22 OS=Homo sapiens OX=9606 GN=USP17L22 PE=3 SV=1	USP17L22	1	1	3	1	530	59.6	8.07	63461932	19968672	21260952	42243728	17613454	16293421	24968482	23604234	10842651	72036608	118028536	32391630	45899508	35480648	50766772	37377544	44758436	54460904	121308824	194939024	40255372	48715172	38948376	36332948	91763064	48088128	25375722	73346552	61199396	25299656	61362048	39707528	50636068	69198600	56530728	56888604	166870688	255345360	24090330	28383166	62831176	50260260	70297408	61015076	73969896	41296624	32579076	17971270	39124416	40220564	16092321	34378548	50063736	113693168	71494112	37041840	35707248	43127280	23895804	54775352	41730760	53186684	124398312	240839408	44296664	11889088	53633360	47415996	48494084	35656748	137155344	145862320	165582864	43419584	43894612	30797310	56761944	77708000	45090924	61040160
D6RCP7	Ubiquitin carboxyl-terminal hydrolase 17-like protein 19 OS=Homo sapiens OX=9606 GN=USP17L19 PE=3 SV=1	USP17L19	1	1	3	1	530	59.6	8.07	63461932	19968672	21260952	42243728	17613454	16293421	24968482	23604234	10842651	72036608	118028536	32391630	45899508	35480648	50766772	37377544	44758436	54460904	121308824	194939024	40255372	48715172	38948376	36332948	91763064	48088128	25375722	73346552	61199396	25299656	61362048	39707528	50636068	69198600	56530728	56888604	166870688	255345360	24090330	28383166	62831176	50260260	70297408	61015076	73969896	41296624	32579076	17971270	39124416	40220564	16092321	34378548	50063736	113693168	71494112	37041840	35707248	43127280	23895804	54775352	41730760	53186684	124398312	240839408	44296664	11889088	53633360	47415996	48494084	35656748	137155344	145862320	165582864	43419584	43894612	30797310	56761944	77708000	45090924	61040160
C9JJH3	Ubiquitin carboxyl-terminal hydrolase 17-like protein 10 OS=Homo sapiens OX=9606 GN=USP17L10 PE=3 SV=1	USP17L10	1	1	3	1	530	59.8	8.16	63461932	19968672	21260952	42243728	17613454	16293421	24968482	23604234	10842651	72036608	118028536	32391630	45899508	35480648	50766772	37377544	44758436	54460904	121308824	194939024	40255372	48715172	38948376	36332948	91763064	48088128	25375722	73346552	61199396	25299656	61362048	39707528	50636068	69198600	56530728	56888604	166870688	255345360	24090330	28383166	62831176	50260260	70297408	61015076	73969896	41296624	32579076	17971270	39124416	40220564	16092321	34378548	50063736	113693168	71494112	37041840	35707248	43127280	23895804	54775352	41730760	53186684	124398312	240839408	44296664	11889088	53633360	47415996	48494084	35656748	137155344	145862320	165582864	43419584	43894612	30797310	56761944	77708000	45090924	61040160
D6R901	Ubiquitin carboxyl-terminal hydrolase 17-like protein 21 OS=Homo sapiens OX=9606 GN=USP17L21 PE=3 SV=1	USP17L21	1	1	3	1	530	59.6	7.99	63461932	19968672	21260952	42243728	17613454	16293421	24968482	23604234	10842651	72036608	118028536	32391630	45899508	35480648	50766772	37377544	44758436	54460904	121308824	194939024	40255372	48715172	38948376	36332948	91763064	48088128	25375722	73346552	61199396	25299656	61362048	39707528	50636068	69198600	56530728	56888604	166870688	255345360	24090330	28383166	62831176	50260260	70297408	61015076	73969896	41296624	32579076	17971270	39124416	40220564	16092321	34378548	50063736	113693168	71494112	37041840	35707248	43127280	23895804	54775352	41730760	53186684	124398312	240839408	44296664	11889088	53633360	47415996	48494084	35656748	137155344	145862320	165582864	43419584	43894612	30797310	56761944	77708000	45090924	61040160
C9JPN9	Ubiquitin carboxyl-terminal hydrolase 17-like protein 12 OS=Homo sapiens OX=9606 GN=USP17L12 PE=3 SV=1	USP17L12	1	1	3	1	530	59.6	8.07	63461932	19968672	21260952	42243728	17613454	16293421	24968482	23604234	10842651	72036608	118028536	32391630	45899508	35480648	50766772	37377544	44758436	54460904	121308824	194939024	40255372	48715172	38948376	36332948	91763064	48088128	25375722	73346552	61199396	25299656	61362048	39707528	50636068	69198600	56530728	56888604	166870688	255345360	24090330	28383166	62831176	50260260	70297408	61015076	73969896	41296624	32579076	17971270	39124416	40220564	16092321	34378548	50063736	113693168	71494112	37041840	35707248	43127280	23895804	54775352	41730760	53186684	124398312	240839408	44296664	11889088	53633360	47415996	48494084	35656748	137155344	145862320	165582864	43419584	43894612	30797310	56761944	77708000	45090924	61040160
C9JLJ4	Ubiquitin carboxyl-terminal hydrolase 17-like protein 13 OS=Homo sapiens OX=9606 GN=USP17L13 PE=3 SV=1	USP17L13	1	1	3	1	530	59.7	7.97	63461932	19968672	21260952	42243728	17613454	16293421	24968482	23604234	10842651	72036608	118028536	32391630	45899508	35480648	50766772	37377544	44758436	54460904	121308824	194939024	40255372	48715172	38948376	36332948	91763064	48088128	25375722	73346552	61199396	25299656	61362048	39707528	50636068	69198600	56530728	56888604	166870688	255345360	24090330	28383166	62831176	50260260	70297408	61015076	73969896	41296624	32579076	17971270	39124416	40220564	16092321	34378548	50063736	113693168	71494112	37041840	35707248	43127280	23895804	54775352	41730760	53186684	124398312	240839408	44296664	11889088	53633360	47415996	48494084	35656748	137155344	145862320	165582864	43419584	43894612	30797310	56761944	77708000	45090924	61040160
A6NCW0	Ubiquitin carboxyl-terminal hydrolase 17-like protein 3 OS=Homo sapiens OX=9606 GN=USP17L3 PE=3 SV=1	USP17L3	1	1	3	1	530	59.5	7.74	63461932	19968672	21260952	42243728	17613454	16293421	24968482	23604234	10842651	72036608	118028536	32391630	45899508	35480648	50766772	37377544	44758436	54460904	121308824	194939024	40255372	48715172	38948376	36332948	91763064	48088128	25375722	73346552	61199396	25299656	61362048	39707528	50636068	69198600	56530728	56888604	166870688	255345360	24090330	28383166	62831176	50260260	70297408	61015076	73969896	41296624	32579076	17971270	39124416	40220564	16092321	34378548	50063736	113693168	71494112	37041840	35707248	43127280	23895804	54775352	41730760	53186684	124398312	240839408	44296664	11889088	53633360	47415996	48494084	35656748	137155344	145862320	165582864	43419584	43894612	30797310	56761944	77708000	45090924	61040160
A8MUK1	Ubiquitin carboxyl-terminal hydrolase 17-like protein 5 OS=Homo sapiens OX=9606 GN=USP17L5 PE=3 SV=2	USP17L5	1	1	3	1	530	59.6	8.07	63461932	19968672	21260952	42243728	17613454	16293421	24968482	23604234	10842651	72036608	118028536	32391630	45899508	35480648	50766772	37377544	44758436	54460904	121308824	194939024	40255372	48715172	38948376	36332948	91763064	48088128	25375722	73346552	61199396	25299656	61362048	39707528	50636068	69198600	56530728	56888604	166870688	255345360	24090330	28383166	62831176	50260260	70297408	61015076	73969896	41296624	32579076	17971270	39124416	40220564	16092321	34378548	50063736	113693168	71494112	37041840	35707248	43127280	23895804	54775352	41730760	53186684	124398312	240839408	44296664	11889088	53633360	47415996	48494084	35656748	137155344	145862320	165582864	43419584	43894612	30797310	56761944	77708000	45090924	61040160
C9J2P7	Ubiquitin carboxyl-terminal hydrolase 17-like protein 15 OS=Homo sapiens OX=9606 GN=USP17L15 PE=3 SV=2	USP17L15	1	1	3	1	553	62.5	8.32	63461932	19968672	21260952	42243728	17613454	16293421	24968482	23604234	10842651	72036608	118028536	32391630	45899508	35480648	50766772	37377544	44758436	54460904	121308824	194939024	40255372	48715172	38948376	36332948	91763064	48088128	25375722	73346552	61199396	25299656	61362048	39707528	50636068	69198600	56530728	56888604	166870688	255345360	24090330	28383166	62831176	50260260	70297408	61015076	73969896	41296624	32579076	17971270	39124416	40220564	16092321	34378548	50063736	113693168	71494112	37041840	35707248	43127280	23895804	54775352	41730760	53186684	124398312	240839408	44296664	11889088	53633360	47415996	48494084	35656748	137155344	145862320	165582864	43419584	43894612	30797310	56761944	77708000	45090924	61040160
C9JVI0	Ubiquitin carboxyl-terminal hydrolase 17-like protein 11 OS=Homo sapiens OX=9606 GN=USP17L11 PE=3 SV=1	USP17L11	1	1	3	1	530	59.6	7.99	63461932	19968672	21260952	42243728	17613454	16293421	24968482	23604234	10842651	72036608	118028536	32391630	45899508	35480648	50766772	37377544	44758436	54460904	121308824	194939024	40255372	48715172	38948376	36332948	91763064	48088128	25375722	73346552	61199396	25299656	61362048	39707528	50636068	69198600	56530728	56888604	166870688	255345360	24090330	28383166	62831176	50260260	70297408	61015076	73969896	41296624	32579076	17971270	39124416	40220564	16092321	34378548	50063736	113693168	71494112	37041840	35707248	43127280	23895804	54775352	41730760	53186684	124398312	240839408	44296664	11889088	53633360	47415996	48494084	35656748	137155344	145862320	165582864	43419584	43894612	30797310	56761944	77708000	45090924	61040160
D6R9N7	Ubiquitin carboxyl-terminal hydrolase 17-like protein 18 OS=Homo sapiens OX=9606 GN=USP17L18 PE=3 SV=1	USP17L18	1	1	3	1	530	59.6	8.07	63461932	19968672	21260952	42243728	17613454	16293421	24968482	23604234	10842651	72036608	118028536	32391630	45899508	35480648	50766772	37377544	44758436	54460904	121308824	194939024	40255372	48715172	38948376	36332948	91763064	48088128	25375722	73346552	61199396	25299656	61362048	39707528	50636068	69198600	56530728	56888604	166870688	255345360	24090330	28383166	62831176	50260260	70297408	61015076	73969896	41296624	32579076	17971270	39124416	40220564	16092321	34378548	50063736	113693168	71494112	37041840	35707248	43127280	23895804	54775352	41730760	53186684	124398312	240839408	44296664	11889088	53633360	47415996	48494084	35656748	137155344	145862320	165582864	43419584	43894612	30797310	56761944	77708000	45090924	61040160
D6RJB6	Ubiquitin carboxyl-terminal hydrolase 17-like protein 20 OS=Homo sapiens OX=9606 GN=USP17L20 PE=3 SV=1	USP17L20	1	1	3	1	530	59.6	7.99	63461932	19968672	21260952	42243728	17613454	16293421	24968482	23604234	10842651	72036608	118028536	32391630	45899508	35480648	50766772	37377544	44758436	54460904	121308824	194939024	40255372	48715172	38948376	36332948	91763064	48088128	25375722	73346552	61199396	25299656	61362048	39707528	50636068	69198600	56530728	56888604	166870688	255345360	24090330	28383166	62831176	50260260	70297408	61015076	73969896	41296624	32579076	17971270	39124416	40220564	16092321	34378548	50063736	113693168	71494112	37041840	35707248	43127280	23895804	54775352	41730760	53186684	124398312	240839408	44296664	11889088	53633360	47415996	48494084	35656748	137155344	145862320	165582864	43419584	43894612	30797310	56761944	77708000	45090924	61040160
Q0WX57	Ubiquitin carboxyl-terminal hydrolase 17-like protein 24 OS=Homo sapiens OX=9606 GN=USP17L24 PE=1 SV=2	USP17L24	1	1	3	1	530	59.7	8.07	63461932	19968672	21260952	42243728	17613454	16293421	24968482	23604234	10842651	72036608	118028536	32391630	45899508	35480648	50766772	37377544	44758436	54460904	121308824	194939024	40255372	48715172	38948376	36332948	91763064	48088128	25375722	73346552	61199396	25299656	61362048	39707528	50636068	69198600	56530728	56888604	166870688	255345360	24090330	28383166	62831176	50260260	70297408	61015076	73969896	41296624	32579076	17971270	39124416	40220564	16092321	34378548	50063736	113693168	71494112	37041840	35707248	43127280	23895804	54775352	41730760	53186684	124398312	240839408	44296664	11889088	53633360	47415996	48494084	35656748	137155344	145862320	165582864	43419584	43894612	30797310	56761944	77708000	45090924	61040160
Q7RTZ2	Ubiquitin carboxyl-terminal hydrolase 17-like protein 1 OS=Homo sapiens OX=9606 GN=USP17L1 PE=3 SV=1	USP17L1	1	1	3	1	530	59.6	7.72	63461932	19968672	21260952	42243728	17613454	16293421	24968482	23604234	10842651	72036608	118028536	32391630	45899508	35480648	50766772	37377544	44758436	54460904	121308824	194939024	40255372	48715172	38948376	36332948	91763064	48088128	25375722	73346552	61199396	25299656	61362048	39707528	50636068	69198600	56530728	56888604	166870688	255345360	24090330	28383166	62831176	50260260	70297408	61015076	73969896	41296624	32579076	17971270	39124416	40220564	16092321	34378548	50063736	113693168	71494112	37041840	35707248	43127280	23895804	54775352	41730760	53186684	124398312	240839408	44296664	11889088	53633360	47415996	48494084	35656748	137155344	145862320	165582864	43419584	43894612	30797310	56761944	77708000	45090924	61040160
P35558	"Phosphoenolpyruvate carboxykinase, cytosolic [GTP] OS=Homo sapiens OX=9606 GN=PCK1 PE=1 SV=3"	PCK1	1	1	4	1	622	69.2	6.14				167993.625	115950.7266	119982.6094							304288.625	262702.125	369074.4688							98560.94531	175619.9375	183431.1563								329722.375	325416.2188							165408.9844	354568.7813	406658.0156						68469.57813	450112.9375	502661.0625							168564.2344	125024.0078	164786.0625							44060.02344	330342.5625	570301.6875							117118.6719	231830.8906	266054.6563			
O00461	Golgi integral membrane protein 4 OS=Homo sapiens OX=9606 GN=GOLIM4 PE=1 SV=1	GOLIM4	1	1	6	1	696	81.8	4.77	1891324.75	1762227.75	2337920.25	234310.7656			1145810.625	994087.9375	385353.0625	2851820.5	4267423	1965227.375				1666990.125	1552434.375	1987712.125	4364388	9697340	2205088.75				2055873.125	1595260.75	1314161.375	2677572	2312128.5	1783311.875			3026165.5	978945.1875	2245327.75	1746118.75	4813989	3517588.25	1521560.5		421264.5	335039.3438	2442838.25	1850543.125	3024149.5	2564632	3110472.5				1851940.125	1239440.125	1537992.875	3203937.25	4242933	1694607.625		543833.375	124921.25	1118621.25	1464182.875	1742254.125	4078982.75	2969099.75	2248114		699821.1875		2628194.5	1998790.375	3097942.25	4615824	5725422	2086362.625	261026.9063		506705.3438	1618063.5	1884328.625	1737269.125
Q92542	Nicastrin OS=Homo sapiens OX=9606 GN=NCSTN PE=1 SV=2	NCSTN	2	1	1	1	709	78.4	5.99				373925.875	206732.2656	213320.9688							177168.1563	394285.75	889663.625							708107.625	849122.4375	935411.8125							704978.25	823510.3125	1154611	200099.4219						213928.8906	711175.875	850283	145389.375						875708.625	1334769.125							890024	843316.8125	576301.4375							70677.51563	817724.3125	902000.125							368013.3125	547470.5625	1099034.125		122226.5703	
P47736	Rap1 GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RAP1GAP PE=1 SV=2	RAP1GAP	2	1	1	1	663	73.3	5.82				1081462.75	467237.25	712862.9375							775881.5625									914498.0625		369443.0938	902856.375	1008843.5					1017562.688		583074							261800.5781								234733.5156	635192.0625					185066.0938			1854013.25		694050.25		667220.375					101869.0234									1120514.5					908273.3125
P33121	Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens OX=9606 GN=ACSL1 PE=1 SV=1	ACSL1	3	1	1	1	698	77.9	7.15																																																																																
P16144	Integrin beta-4 OS=Homo sapiens OX=9606 GN=ITGB4 PE=1 SV=5	ITGB4	2	1	1	1	1822	202	6.09																																																																																
P53634	Dipeptidyl peptidase 1 OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=2	CTSC	2	1	1	1	463	51.8	6.99	46268.69141	33272.53125								56881.91797		61314.30078	392012.125		294189.5938							186281.2188	422554.1563	256391.625		87627.71875						249449.125	325879.0938							133214.9844	311620.5938	330435.6563						106791.3672	306129.0313							36417.03516	273302.1875	262973.3125	243827.9531					151224.9063		55250.12891	302364.0313	491268					116685.3359		185198.4531	137143.7344	372375.5313			
Q96P47	"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Homo sapiens OX=9606 GN=AGAP3 PE=1 SV=2"	AGAP3	2	1	1	1	875	95	7.97																																																																																
Q9UPQ3	"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=AGAP1 PE=1 SV=4"	AGAP1	2	1	1	1	857	94.4	7.94																																																																																
Q96PN6	Adenylate cyclase type 10 OS=Homo sapiens OX=9606 GN=ADCY10 PE=1 SV=3	ADCY10	0	1	8	1	1610	187	7.31	49535636	31033844	12841315	138946.5625	171417.5	161274.4531	216792.5781	253563.6563	100139.1641	207662823	11457507	67337369.44		542305.125	918477.2031	1372220.375	1937262.75	762638.5	333842819.4	53317264.69	10934649		2284369.25	519897.4063	2540224.75	1876614.5		430474931.4	399065830.4	37064633.47		2857910.5	1755735	1613746.375	3682648.5	519701.2813	455007485.9	479752444.9	28287183.63	291713.625	1552580	1042406.125	3477683	2147966	617136.875	499156410.4	261992016	120743.1289	2149720	945347.5	2124232.25	2263303.75	297356.3125	174389983.1	162965237.3	29380731.13		799887.0625	188891.2656	1363619.5	1605175.75	250761.7109	502858688	579241776.9	76985664.06	219069.9922	2437295.5	1251311	3015818.5	2144726	599679.0625	513588384	388977190.4	39820308.03	438449.5313	673521.125	2934349.5	1439153.625	440012.7031	3210690.75
Q96PX9	Pleckstrin homology domain-containing family G member 4B OS=Homo sapiens OX=9606 GN=PLEKHG4B PE=1 SV=4	PLEKHG4B	1	1	1	1	1271	139.6	6.79	5422529.5	5440641	3367015.75							8022076.5	11986610	2677531.25							4896751.5	9630085	2759396.75							3910753.25	7045576.5	3829719.5							7118129	9415845	2911568							4541590	5032037.5							3987508.75	3484879	3221647.75							6591697	7458160.5	4385682							5693329.5	6596798	3926647.5						
P49642	DNA primase small subunit OS=Homo sapiens OX=9606 GN=PRIM1 PE=1 SV=1	PRIM1	3	1	1	1	420	49.9	8.21				609000.0625	193650.3125	202617.1094							526091.625	374764.6875	434380.6563							280585.4688	357042.6563	319695.5313							552138.8125	403142.4375	591162.75		180556.3281	175008.4688				224224	368106.5313	431789.6563	132532.8906					202006.9375	453766	669179.0625	105930.3203						292123.125	280506.5625	279156.7813							96864.96094	574291.75	414429.6563							316541.5938	231629.7656	411276.0625			
